lake,date,temp_03.8,temp_04.6,temp_06.1,temp_08.4,temp_13.4,temp_18.4,temp_23.3,temp_24.3,temp_sediment,do_mg_l,do_sat,light_3.8,cond_24.3,level_4.6
cliff,2020-05-25,9.429857142857143,8.566571428571429,7.669714285714286,6.6612857142857145,5.046714285714286,4.680571428571429,4.484,4.612857142857143,4.584,3.334714285714286,31.94064157142857,979.5142857142856,6.1,122.59557142857143
cliff,2020-05-26,9.669,8.642708333333333,7.727125,6.722625,5.08475,4.693416666666667,4.503166666666667,4.6075,4.584,3.3506666666666667,32.10990254166666,2369.866666666667,6.1,122.70275
cliff,2020-05-27,10.08675,8.924083333333334,7.895,6.798583333333333,5.113791666666667,4.712916666666667,4.503583333333333,4.595833333333333,4.584,3.3206666666666664,31.822710875,5652.866666666667,6.083333333333333,122.80616666666667
cliff,2020-05-28,10.466708333333333,9.208625,8.118791666666667,6.879666666666667,5.173958333333333,4.72375,4.508166666666667,4.591666666666667,4.584,3.2183333333333333,30.845881791666667,4808.804166666667,6.1,122.85666666666667
cliff,2020-05-29,10.84575,9.508958333333332,8.286208333333333,6.961833333333334,5.19125,4.731333333333334,4.506083333333333,4.588333333333333,4.584,3.204083333333333,30.707431125,4628.945833333333,6.1,122.580375
cliff,2020-05-30,10.805208333333333,9.706166666666666,8.396208333333334,6.982666666666667,5.1985833333333336,4.75825,4.532875,4.5945833333333335,4.584,3.2899583333333333,31.554305499999998,728.3583333333333,6.1125,122.37629166666667
cliff,2020-05-31,11.057291666666666,9.743083333333333,8.420041666666666,7.040541666666667,5.225416666666667,4.768166666666667,4.543708333333333,4.597916666666666,4.584,3.257875,31.254261333333332,1898.9375,6.125,122.66304166666667
cliff,2020-06-01,11.268416666666667,9.923583333333333,8.542333333333334,7.071083333333333,5.239416666666667,4.7875,4.553708333333334,4.597083333333333,4.584,3.257,31.253579583333334,2786.975,6.1125,122.74875
cliff,2020-06-02,11.685291666666666,10.148666666666667,8.659333333333333,7.165583333333333,5.268375,4.78875,4.555416666666667,4.600416666666667,4.584,3.19375,30.64779379166667,4913.745833333333,6.079166666666667,122.84975
cliff,2020-06-03,12.053083333333333,10.487375,8.869208333333333,7.259125,5.308083333333333,4.805916666666667,4.569916666666667,4.607083333333334,4.584,3.2067916666666667,30.784988416666668,4899.854166666667,6.1,122.57116666666667
cliff,2020-06-04,12.528708333333334,10.858166666666667,9.074666666666667,7.355583333333334,5.340333333333334,4.819916666666667,4.575,4.61,4.59375,3.17225,30.457593916666667,4774.7125000000005,6.1125,121.9755
cliff,2020-06-05,12.915125,11.199541666666667,9.280666666666667,7.459333333333333,5.3853333333333335,4.842583333333333,4.587666666666666,4.615,4.61,3.1912916666666664,30.651218208333333,5111.0875,6.1125,121.25345833333333
cliff,2020-06-06,13.264541666666666,11.44275,9.485416666666667,7.538791666666667,5.399208333333333,4.868375,4.594458333333334,4.62375,4.61,3.1479166666666667,30.2396185,4799.829166666666,6.1,121.26804166666666
cliff,2020-06-07,13.76975,11.750291666666667,9.628208333333333,7.602708333333333,5.4312499999999995,4.864041666666667,4.596166666666667,4.6225000000000005,4.61,3.036958333333333,29.174845458333333,3591.575,6.1,121.68470833333333
cliff,2020-06-08,13.705375,12.109875,9.799458333333334,7.705208333333333,5.472,4.88,4.6045,4.622083333333333,4.61,2.985375,28.685389208333333,5232.175,6.1,122.22241666666666
cliff,2020-06-09,13.925541666666666,12.408625,9.993291666666666,7.82,5.494458333333333,4.896208333333333,4.607083333333334,4.6225000000000005,4.6295,2.9374166666666666,28.226741375,5672.604166666667,6.1,122.246125
cliff,2020-06-10,14.293333333333333,12.726541666666666,10.219125,7.911666666666667,5.531875,4.902791666666666,4.61,4.62625,4.636,2.9716666666666667,28.558162083333333,5734.05,6.1,121.97983333333333
cliff,2020-06-11,14.58075,13.039875,10.389625,8.009541666666667,5.580041666666666,4.9178749999999996,4.625,4.6375,4.636,2.9831666666666665,28.679410541666666,3695.1791666666663,6.1125,121.59366666666666
cliff,2020-06-12,14.808166666666667,13.244875,10.54975,8.119958333333333,5.577791666666667,4.93625,4.63,4.6375,4.636,2.9326666666666665,28.198519791666666,1820,6.137499999999999,121.243875
cliff,2020-06-13,14.943791666666666,13.42925,10.659833333333333,8.148125,5.613125,4.934,4.6345833333333335,4.64375,4.636,2.83325,27.24491775,2370.7541666666666,6.1499999999999995,121.14708333333333
cliff,2020-06-14,14.90775,13.689791666666666,10.841041666666667,8.237458333333333,5.641958333333333,4.939375,4.629583333333334,4.6433333333333335,4.637083333333333,2.771916666666667,26.651819833333334,3627.8958333333335,6.2625,121.30916666666667
cliff,2020-06-15,14.840166666666667,13.837958333333333,10.961041666666667,8.288291666666666,5.679375,4.950083333333334,4.644583333333333,4.647916666666666,4.651166666666667,2.8223333333333334,27.148075708333334,1902.525,6.1499999999999995,121.07979166666667
cliff,2020-06-16,14.624625,14.022,11.112333333333334,8.359833333333333,5.696625,4.96,4.644166666666667,4.65125,4.662,2.69,25.874497291666668,3561.5333333333333,6.208333333333333,121.067875
cliff,2020-06-17,14.592625,13.978,11.306083333333333,8.4635,5.71475,4.962125,4.653333333333333,4.651666666666667,4.662,2.5984166666666666,24.999308875,6310.816666666667,6.291666666666666,121.37266666666666
cliff,2020-06-18,14.971291666666666,14.201583333333334,11.54725,8.572416666666667,5.758541666666667,4.990083333333333,4.661666666666666,4.653333333333333,4.662,2.5965833333333332,24.986941458333334,5420.095833333333,6.270833333333333,121.20308333333334
cliff,2020-06-19,15.3735,14.504958333333333,11.782875,8.68525,5.809541666666667,5.004041666666667,4.663333333333333,4.659583333333334,4.662,2.5644583333333335,24.679263958333333,4559.429166666667,6.329166666666667,120.97366666666667
cliff,2020-06-20,15.823083333333333,14.800416666666667,12.008333333333333,8.833041666666666,5.827625,5.013625,4.67625,4.66875,4.67825,2.640375,25.419568708333333,5529.0875,6.3875,120.97529166666666
cliff,2020-06-21,16.284041666666667,15.119041666666666,12.2515,8.947708333333333,5.87675,5.031958333333333,4.68,4.6658333333333335,4.688,2.5319583333333333,24.377736958333333,6036.779166666666,6.295833333333333,120.95279166666667
