"Plot Title: soapstone_light_pendant"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20733885, SEN S/N: 20733885)","Intensity, Lux (LGR S/N: 20733885, SEN S/N: 20733885)","Coupler Attached (LGR S/N: 20733885)","Host Connected (LGR S/N: 20733885)","Stopped (LGR S/N: 20733885)","End Of File (LGR S/N: 20733885)"
274,10/29/21 12:00:00 AM,6.573,0.0,,,,
275,10/29/21 01:00:00 AM,6.471,0.0,,,,
276,10/29/21 02:00:00 AM,6.370,0.0,,,,
277,10/29/21 03:00:00 AM,6.268,0.0,,,,
278,10/29/21 04:00:00 AM,6.166,0.0,,,,
279,10/29/21 05:00:00 AM,6.064,0.0,,,,
280,10/29/21 06:00:00 AM,5.962,0.0,,,,
281,10/29/21 07:00:00 AM,5.860,0.0,,,,
282,10/29/21 08:00:00 AM,5.757,139.9,,,,
283,10/29/21 09:00:00 AM,5.655,279.9,,,,
284,10/29/21 10:00:00 AM,5.757,1065.6,,,,
285,10/29/21 11:00:00 AM,6.064,2755.6,,,,
286,10/29/21 12:00:00 PM,6.674,3444.5,,,,
287,10/29/21 01:00:00 PM,6.877,2927.8,,,,
288,10/29/21 02:00:00 PM,7.179,2669.5,,,,
289,10/29/21 03:00:00 PM,7.481,2497.2,,,,
290,10/29/21 04:00:00 PM,7.882,2497.2,,,,
291,10/29/21 05:00:00 PM,7.782,1248.6,,,,
292,10/29/21 06:00:00 PM,7.782,226.0,,,,
293,10/29/21 07:00:00 PM,7.782,0.0,,,,
294,10/29/21 08:00:00 PM,7.682,0.0,,,,
295,10/29/21 09:00:00 PM,7.682,0.0,,,,
296,10/29/21 10:00:00 PM,7.481,0.0,,,,
297,10/29/21 11:00:00 PM,7.381,0.0,,,,
298,10/30/21 12:00:00 AM,7.179,0.0,,,,
299,10/30/21 01:00:00 AM,7.179,0.0,,,,
300,10/30/21 02:00:00 AM,7.280,0.0,,,,
301,10/30/21 03:00:00 AM,7.481,0.0,,,,
302,10/30/21 04:00:00 AM,7.481,0.0,,,,
303,10/30/21 05:00:00 AM,7.481,0.0,,,,
304,10/30/21 06:00:00 AM,7.481,0.0,,,,
305,10/30/21 07:00:00 AM,7.481,0.0,,,,
306,10/30/21 08:00:00 AM,7.381,75.3,,,,
307,10/30/21 09:00:00 AM,7.381,538.2,,,,
308,10/30/21 10:00:00 AM,7.381,312.2,,,,
309,10/30/21 11:00:00 AM,7.481,1313.2,,,,
310,10/30/21 12:00:00 PM,7.682,3444.5,,,,
311,10/30/21 01:00:00 PM,7.782,1302.4,,,,
312,10/30/21 02:00:00 PM,7.882,2755.6,,,,
313,10/30/21 03:00:00 PM,8.182,1980.6,,,,
314,10/30/21 04:00:00 PM,8.282,1636.1,,,,
315,10/30/21 05:00:00 PM,8.382,764.2,,,,
316,10/30/21 06:00:00 PM,8.282,32.3,,,,
317,10/30/21 07:00:00 PM,8.282,0.0,,,,
318,10/30/21 08:00:00 PM,8.182,0.0,,,,
319,10/30/21 09:00:00 PM,8.082,0.0,,,,
320,10/30/21 10:00:00 PM,7.983,0.0,,,,
321,10/30/21 11:00:00 PM,7.882,0.0,,,,
322,10/31/21 12:00:00 AM,7.682,0.0,,,,
323,10/31/21 01:00:00 AM,7.582,0.0,,,,
324,10/31/21 02:00:00 AM,7.381,0.0,,,,
325,10/31/21 03:00:00 AM,7.280,0.0,,,,
326,10/31/21 04:00:00 AM,7.179,0.0,,,,
327,10/31/21 05:00:00 AM,7.079,0.0,,,,
328,10/31/21 06:00:00 AM,6.978,0.0,,,,
329,10/31/21 07:00:00 AM,6.877,0.0,,,,
330,10/31/21 08:00:00 AM,6.775,21.5,,,,
331,10/31/21 09:00:00 AM,6.674,484.4,,,,
